UF;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_REGISTRO;CPF_CNPJ;RAZAO_SOCIAL;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO;CARACTERISTICA_ADICIONAL
SP;Serra Negra;SP0098507;Ativo;**.***.211/***-**;FAZENDA SANTANA TORREFAÇÃO DE CAFÉS ESPECIAIS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Sertaneja;PR0039772;Ativo;**.***.097/***-**;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;QUALIDADE VEGETAL;ARMAZENADOR;;
PR;Sertanópolis;PR0022470;Ativo;**.***.014/***-**;MOINHO GLOBO ALIMENTOS S.A;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Sertanópolis;PR0018481;Ativo;**.***.968/***-**;CHS AGRONEGÓCIO - INDÚSTRIA E COMÉRCIO LTDA.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;Sertão Santana;RS0041270;Ativo;**.***.385/***-**;COM DE CEREAIS MANINHO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Sertãozinho;SP0011860;Cancelado;**.***.915/***-**;COOPERATIVA DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SÃO PAULO;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Sertãozinho;SP0048127;Ativo;**.***.915/***-**;COOPERATIVA DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SÃO PAULO;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Sete Lagoas;MG0031704;Ativo;**.***.989/***-**;BEBIANO E MARTINS INDUSTRIA E COMERCIO DE CAFÉ LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MS;Sete Quedas;MS0021245;Ativo;**.***.985/***-**;CAFE IGUAPORA - TORREFACAO E MOAGEM LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MS;Sidrolândia;MS0012645;Ativo;**.***.706/***-**;CARGILL AGRICOLA S.A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
AM;Itacoatiara;AM0002232;Ativo;**.***.983/***-**;Cotecna Serviços Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
AM;Itacoatiara;AM0002232;Ativo;**.***.983/***-**;Cotecna Serviços Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
AM;Itacoatiara;AM0003859;Ativo;**.***.892/***-**;HERMASA NAVEGACAO DA AMAZONIA SA;QUALIDADE VEGETAL;ARMAZENADOR;;
AM;Itacoatiara;AM0004286;Ativo;**.***.788/***-**;Amspec Brasil Participações Ltda.;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
AM;Itacoatiara;AM0003999;Ativo;**.***.834/***-**;FIDES CONTROL SERVIÇOS DE INSPEÇÕES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
MG;João Monlevade;MG0032387;Ativo;**.***.599/***-**;CAFE MONLEVADE COMERCIO E INDUSTRIA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Joaquim Távora;PR0049824;Ativo;**.***.587/***-**;CAFE TORRA NOBRE LTDA ;QUALIDADE VEGETAL;EMBALADOR;;
SC;Joinville;SC0014206;Ativo;**.***.786/***-**;DAAS DISTRIBUICAO E COMERCIO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Joinville;SC0002100;Ativo;**.***.245/***-**;ASCENSUS TRADING & LOGÍSTICA LTDA.;QUALIDADE VEGETAL;IMPORTADOR;;
BA;Juazeiro;BA0008249;Ativo;**.***.103/***-**;IBACEM AGRICOLA COMERCIO E EXPORTACAO LTDA;QUALIDADE VEGETAL;PRODUTOR;;
BA;Juazeiro;BA0008290;Ativo;**.***.729/***-**;JV COMÉRCIO E EXPORTAÇÃO LTDA.;QUALIDADE VEGETAL;PRODUTOR;;
BA;Juazeiro;BA0020516;Ativo;**.***.466/***-**;icofort agroindustrial ltda;QUALIDADE VEGETAL;PROCESSADOR;;
BA;Juazeiro;BA0021300;Ativo;**.***.525/***-**;GAV   SERVIOS ADMINISTRATIVOS E LOGISTICA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
BA;Juazeiro;BA0010421;Ativo;**.***.691/***-**;EVANDRO FERNANDES CRUZ LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
BA;Juazeiro;BA0008915;Ativo;**.***.538/***-**;PURAFRUTA EXPORTADORA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Jundiaí;SP0048844;Ativo;**.***.403/***-**;GLUTEN FREE ALIMENTOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Jundiaí;SP0048844;Ativo;**.***.403/***-**;GLUTEN FREE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Jundiaí;SP0011789;Ativo;**.***.284/***-**;CASTELO ALIMENTOS S.A.;QUALIDADE VEGETAL;IMPORTADOR;;
SP;Jundiaí;SP0085928;Ativo;**.***.285/***-**;BRASIL ESPRESSO COMÉRCIO ATACADISTA LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Jundiaí;SP0056235;Ativo;**.***.038/***-**;ASOLUM AGRICULTURA TECNOLOGICA S.A.;QUALIDADE VEGETAL;BENEFICIADOR;;
PE;Jupi;PE0009520;Ativo;**.***.624/***-**;CELIA QUIRINO DE ALMEIDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
BA;Jussara;BA0018562;Ativo;**.***.630/***-**;NATUCOCO BAHIA;QUALIDADE VEGETAL;EMBALADOR;;
BA;Jussara;BA0018562;Ativo;**.***.630/***-**;NATUCOCO BAHIA;QUALIDADE VEGETAL;CONSOLIDADOR;;
TO;Lagoa da Confusão;TO0006530;Ativo;**.***.646/***-**;CDA-COMPANHIA DE DISTRIBUIÇAO ARAGUAIA;QUALIDADE VEGETAL;PROCESSADOR;;
TO;Lagoa da Confusão;TO0008486;Ativo;**.***.495/***-**;TF ALIMENTOS LTDA ME;QUALIDADE VEGETAL;PROCESSADOR;;
PE;Lagoa Grande;PE0003441;Ativo;**.***.243/***-**;AGROPECUÁRIA LABRUNIER LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MG;Lajinha;MG0050113;Ativo;**.***.019/***-**;TORREFAÇÃO PREMIER LTDA.;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Lambari;MG0050318;Ativo;**.***.175/***-**;JENNIFFER ARAUJO BACHA GREGATTI E CIA LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
PR;Lapa;PR0020800;Ativo;**.***.484/***-**;POTENCIAL AGRO S/A;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
PR;Lapa;PR0020800;Ativo;**.***.484/***-**;POTENCIAL AGRO S/A;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Laranjeiras do Sul;PR0047830;Ativo;**.***.145/***-**;COOPERATIVA DE PRODUTORES DE SEMENTES COPROSSEL - MOINHO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
BA;Lauro de Freitas;PE0003492;Ativo;**.***.995/***-**;Muranaka Comércio Importação e Exportação Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Lauro de Freitas;PE0003492;Ativo;**.***.995/***-**;Muranaka Comércio Importação e Exportação Ltda;QUALIDADE VEGETAL;PRODUTOR;;
MG;Lavras;MG0032590;Ativo;**.***.145/***-**;CAFÉ TIPUANA INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Lavras;MG0049573;Ativo;**.***.577/***-**;CAFÉ VIDA NOVA IND. COM LTDA.;QUALIDADE VEGETAL;EMBALADOR;;
SP;Leme;SP0058394;Ativo;**.***.418/***-**;LEME ARMAZÉNS GERAIS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;Itaguaçu;ES0017701;Ativo;**.***.924/***-**;IMMIGRANTE TORREFADORA DE CAFE;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Itaí;SP0093785;Ativo;**.***.157/***-**;LONDRA ACUCAR E ALCOOL LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Itaí;SP0096300;Ativo;**.***.386/***-**;VALE DA SOJA TRADING LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Itaiópolis;SC0013226;Ativo;**.***.110/***-**;BR10 AGROBUSINESS IMPORTACAO E EXPORTACAO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PA;Itaituba;PA0006580;Ativo;**.***.181/***-**;ALIANCA AGRICOLA DO CERRADO S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Itajaí;SC0017205;Ativo;**.***.590/***-**;MM RIO IMPORTAÇÃO E DISTRIBUIÇÃO EIRELI ;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0043613;Ativo;**.***.415/***-**;KOBKIAT GLOBAL LTDA;QUALIDADE VEGETAL;ARMAZENADOR;;
SC;Itajaí;SC0030724;Ativo;**.***.601/***-**;ABSOLUTE TRADE LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0002917;Ativo;**.***.908/***-**;trust importação e exportação ltda;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0015849;Ativo;**.***.610/***-**;n park comercio importaçao e exportaçao ltda;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0045365;Ativo;**.***.013/***-**;ALVES COMERCIO IMPORTACAO E EXPORTACAO DE ALIMENTOS E BEBIDAS LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0008613;Ativo;**.***.222/***-**;FUTURA COMERCIAL TRADING LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0024457;Ativo;**.***.574/***-**;lopes e barros impo e expo ltda;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0029572;Ativo;**.***.657/***-**;INLAND DO BRASIL LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0043419;Ativo;**.***.146/***-**;VITARIT IMPORTACAO E DISTRIBUIÇÃO LTDA ;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0014290;Ativo;**.***.511/***-**;CHOZAS CARRASCAL BRASIL DISTRIBUICAO E COMERCIALIZACAO ltda;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0034690;Ativo;**.***.307/***-**;HAVITA IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0043311;Ativo;**.***.435/***-**;DORTE DISTRIBUIDORA, IMPORTADORA E EXPORTADORA LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0019330;Ativo;**.***.067/***-**;METALOG IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0013137;Ativo;**.***.136/***-**;ATLAS SERVIÇOS DE IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
SC;Itajaí;SC0037524;Ativo;**.***.080/***-**;GLOBAL BRANDS BRASIL LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0005878;Ativo;**.***.506/***-**;casa flora ltda.;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
SC;Itajaí;SC0043516;Ativo;**.***.097/***-**;dubai importação e exportação de produtos em geral ltda ;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0029866;Ativo;**.***.126/***-**;VPS IMPORTACAO EXPORTACAO E COMERCIO DE ALIMENTOS E BEBIDAS LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0008290;Ativo;**.***.095/***-**;RADAC IMPORTADORA E DISTRIBUIDORA LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0039586;Ativo;**.***.306/***-**;QUATTROR COMERCIAL LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0039209;Ativo;**.***.886/***-**;WSEG IMPORTS ASSESSORIA EM GESTAO EMPRESARIAL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Itajaí;SC0023701;Ativo;**.***.120/***-**;PLASMUNDI IMPORTADORA E EXPORTADORA, DISTRIBUIDORA, COM. E REPRES. COMERCIAL LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0029858;Cancelado;**.***.415/***-**;UNIQUE COMEX IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Itajaí;SC0031364;Ativo;**.***.288/***-**;NEWPORT TRADING LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SC;Itajaí;SC0042617;Ativo;**.***.774/***-**;BTG PACTUAL COMMODITIES (BR) S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Itajaí;SC0042625;Ativo;**.***.774/***-**;BTG PACTUAL COMMODITIES (BR) S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Itajaí;SP0094153;Ativo;**.***.780/***-**;rkx trade exportadora e importadora ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Itajaí;SP0077852;Ativo;**.***.884/***-**;bank logistica importação e exportação ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Itajaí;SC0014621;Ativo;**.***.284/***-**;TRUST TRADE IMPORTACAO E EXPORTACAO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
SP;Itajobi;SP0046400;Ativo;**.***.320/***-**;forever 5 comercial importadora exportadora ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Itaju;SP0058920;Ativo;**.***.639/***-**;CRAS AGROINDÚSTRIA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Itajubá;MG0046434;Ativo;**.***.995/***-**;TOCAYA TORRADORES DE CAFÉ EIRELLI;QUALIDADE VEGETAL;PROCESSADOR;;
GO;Itapaci;GO0018651;Ativo;**.***.006/***-**;LANDULFO MARQUES DE OLIVEIRA;QUALIDADE VEGETAL;EMBALADOR;;
MA;Itapecuru Mirim;MA0004928;Ativo;**.***.295/***-**;Camil Alimentos S.A.;QUALIDADE VEGETAL;EMBALADOR;;
SP;Itapetininga;SP0036293;Ativo;**.***.753/***-**;TAGUI BRASIL CEREAIS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Itapeva;SP0075540;Ativo;**.***.926/***-**;IRMAOS CARNEIRO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Itápolis;SP0014885;Ativo;**.***.810/***-**;SUCOCITRICO CUTRALE LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Itápolis;SP0048984;Ativo;**.***.593/***-**;DEKEL AGRO INDUSTRIA LIMITADA;QUALIDADE VEGETAL;PROCESSADOR;;
SE;Itaporanga D'Ajuda;SE0003360;Ativo;**.***.512/***-**;Indústrias Alimentícias Maratá Ltda.;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SE;Itaporanga D'Ajuda;SE0003360;Ativo;**.***.512/***-**;Indústrias Alimentícias Maratá Ltda.;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
SC;Fraiburgo;SC0007234;Ativo;**.***.529/***-**;FISCHER S/A - AGROINDUSTRIA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Fraiburgo;SC0007560;Ativo;**.***.833/***-**;CASTEL FRUTA COMERCIAL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Franca;SP0070823;Ativo;**.***.402/***-**;ADM DO BRASIL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Franca;SP0091774;Ativo;**.***.227/***-**;P.J.D. AGROPECUARIA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Franca;SP0075370;Ativo;**.***.807/***-**;TRUVILLE INDUSTRIA E COMERCIO DE CAFE EIRELI;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Franca;SP0104370;Ativo;**.***.962/***-**;ABC ARMAZEM BRASILEIRO DE CAFE LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Franca;SP0104370;Ativo;**.***.962/***-**;ABC ARMAZEM BRASILEIRO DE CAFE LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MG;Frutal;MG0046477;Ativo;**.***.451/***-**;INDUSTRIA E COMERCIO DE CAFE OPERA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Gabriel Monteiro;SP0073946;Ativo;**.***.127/***-**;TORREFACAO E MOAGEM DE CAFE LO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Gabriel Monteiro;SP0073946;Ativo;**.***.127/***-**;TORREFACAO E MOAGEM DE CAFE LO;QUALIDADE VEGETAL;PROCESSADOR;;
RN;Galinhos;RN0008095;Ativo;**.***.300/***-**;AGRICOLA FAMOSA S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Garopaba;SC0040940;Ativo;**.***.711/***-**;CAFECITO CAFETERIA E TORREFACAO DE CAFE LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SC;Garopaba;SC0043788;Ativo;**.***.424/***-**;BRAZU INDUSTRIA E COMERCIO DE CAFES LTDA ;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
